MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
190,3,90,15750,1,3,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,1,8,8,1,56,3,4,1,3,3,2,1,841,5,0,324,1165,1,4,1,4,1336,0,0,1336,1,0,1,0,2,1,3,5,6,2,2,1,1953,2,1,375,4,4,2,0,0,0,0,0,0,0,6,2006,8,4,157000
60,3,66,16226,1,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,1,12,13,2,0,2,4,2,2,3,3,2,281,5,0,747,1028,1,0,1,4,1210,1242,0,2452,0,0,2,1,4,1,2,9,6,1,4,3,1998,0,2,683,4,4,2,208,50,0,0,0,0,0,5,2007,8,4,267000
20,3,118,13704,1,0,3,0,0,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,1,150,2,4,2,2,3,3,5,0,5,0,1541,1541,1,0,1,4,1541,0,0,1541,0,0,2,0,3,1,2,6,6,1,4,1,2001,1,3,843,4,4,2,468,81,0,0,0,0,0,1,2006,8,4,205000
20,3,70,9800,1,3,3,0,0,0,5,2,2,0,2,5,7,1972,1972,1,1,12,13,2,0,3,4,2,3,3,3,0,894,5,0,0,894,1,4,1,4,894,0,0,894,1,0,1,0,3,1,3,5,6,0,5,1,1975,2,2,552,4,4,2,256,0,0,0,0,0,0,7,2006,8,0,149900
75,4,87,18386,1,3,3,0,4,0,17,2,2,0,3,7,9,1880,2002,1,1,5,5,2,0,3,4,0,3,3,3,5,0,5,0,1470,1470,1,0,1,4,1675,1818,0,3493,0,0,3,0,3,1,2,10,6,1,0,1,2003,2,3,870,4,4,2,302,0,0,0,0,0,0,5,2008,8,4,295000
20,3,80,10386,1,3,3,0,4,0,5,2,2,0,2,8,5,2004,2005,1,1,5,5,3,246,2,4,2,2,3,3,2,1464,5,0,536,2000,1,0,1,4,2000,0,0,2000,1,0,2,0,3,1,2,8,6,0,5,1,2004,0,3,888,4,4,2,168,0,0,0,0,0,0,7,2007,8,4,305900
60,3,116,13474,1,3,3,0,4,0,20,1,2,0,5,7,5,1990,1991,1,1,6,10,1,246,2,4,1,2,3,3,0,700,5,0,0,700,1,2,1,4,1122,1121,0,2243,1,0,2,1,4,1,2,8,6,1,4,1,1990,1,3,746,4,4,2,127,44,224,0,0,0,0,6,2007,8,4,225000
50,4,70.0499583680267,7920,1,0,3,0,4,0,9,0,2,0,0,6,7,1920,1950,1,1,8,8,2,0,3,1,1,3,3,3,5,0,5,0,319,319,1,4,1,0,1035,371,0,1406,0,0,1,0,3,1,1,6,6,0,5,6,1978.50616388687,3,0,0,5,5,0,0,144,0,0,0,0,0,3,2008,8,4,89500
30,3,70.0499583680267,12342,1,0,3,0,4,0,7,2,2,0,2,4,5,1940,1950,1,1,12,13,2,0,3,4,1,3,3,3,1,262,5,0,599,861,1,0,1,4,861,0,0,861,0,0,1,0,1,1,3,4,6,0,5,5,1961,2,2,539,4,4,2,158,0,0,0,0,0,0,3,2009,8,4,82500
20,3,90,12378,1,0,3,0,4,0,16,2,2,0,2,9,5,2003,2004,1,1,12,13,2,0,2,4,2,0,3,1,2,1274,5,0,622,1896,1,0,1,4,1944,0,0,1944,1,0,2,0,3,1,0,8,6,3,0,1,2003,0,3,708,4,4,2,208,175,0,0,0,0,0,11,2006,8,4,360000
60,3,70.0499583680267,7685,1,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,1,112,3,4,2,2,3,3,0,518,5,0,179,697,1,2,1,4,697,804,0,1501,0,0,2,1,3,1,2,6,6,1,4,1,1993,0,2,420,4,4,2,190,63,0,0,0,0,0,5,2006,8,4,165600
20,3,50,8000,1,3,3,0,4,0,12,2,2,0,2,6,6,1948,2002,1,1,12,13,2,0,3,2,1,3,3,3,0,680,5,0,292,972,1,0,1,4,972,0,0,972,1,0,1,0,2,1,3,5,6,1,2,5,1948,2,1,240,4,4,2,0,0,0,0,0,0,0,5,2009,8,4,132000
190,4,65,7800,1,3,3,0,4,0,17,0,2,1,0,5,7,1939,1950,1,1,8,8,2,0,3,4,1,2,3,2,4,507,5,0,286,793,1,4,1,4,793,325,0,1118,1,0,1,0,3,1,3,5,6,1,2,5,1939,2,2,410,4,4,2,0,0,0,0,271,0,0,5,2006,8,4,119900
20,3,150,215245,1,2,2,0,4,2,23,2,2,0,2,7,5,1965,1965,3,1,3,3,2,0,3,4,1,2,3,1,0,1236,4,820,80,2136,2,4,1,4,2036,0,0,2036,2,0,2,0,3,1,3,8,6,2,2,1,1965,1,2,513,4,4,2,0,0,0,0,0,0,0,6,2009,8,4,375000
70,4,60,9600,1,3,3,0,4,0,17,2,2,0,5,7,7,1925,1990,1,1,13,14,2,0,3,4,0,3,1,3,3,16,5,0,712,728,1,0,1,4,832,809,0,1641,0,1,1,1,3,1,0,6,6,1,2,5,1925,2,2,546,1,4,2,0,0,234,0,0,0,0,8,2006,8,4,178000
60,3,71,7795,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,2,0,2,4,2,2,3,3,2,425,5,0,291,716,1,0,1,4,716,716,0,1432,1,0,2,1,3,1,2,6,6,1,2,1,2004,0,2,432,4,4,2,100,51,0,0,0,0,0,7,2009,8,4,188500
60,3,94,13005,1,0,3,0,0,0,14,2,2,0,5,7,7,1980,1980,1,1,5,5,1,278,2,4,1,2,3,3,2,692,5,0,153,845,1,4,1,4,1153,1200,0,2353,1,0,2,1,4,1,0,10,6,1,4,1,1983,1,2,484,4,4,2,288,195,0,0,0,0,0,8,2009,8,4,260000
60,1,75,9000,1,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,12,13,2,0,2,4,2,2,3,0,5,0,5,0,1088,1088,1,0,1,4,1088,871,0,1959,0,0,2,1,3,1,2,8,6,1,2,1,2006,1,3,1025,4,4,2,208,46,0,0,0,0,0,12,2007,8,4,270000
60,3,90,9900,1,3,2,0,4,1,15,2,2,0,5,7,5,1993,1993,1,1,6,6,1,256,2,4,2,2,3,1,2,987,5,0,360,1347,1,0,1,4,1372,1274,0,2646,1,0,2,1,4,1,2,9,6,1,4,1,1993,1,3,656,4,4,2,340,60,144,0,0,0,0,4,2009,8,4,260000
80,3,70.0499583680267,14115,1,3,3,0,4,0,14,2,2,0,7,7,5,1980,1980,1,1,9,10,1,225,3,4,1,2,3,0,2,1036,5,0,336,1372,1,4,1,4,1472,0,0,1472,1,0,2,0,3,1,3,6,6,2,4,1,1980,2,2,588,4,4,2,233,48,0,0,0,0,0,6,2009,8,4,187500
60,3,111,16259,1,3,3,0,0,0,16,2,2,0,5,9,5,2006,2006,1,1,12,13,3,370,3,4,2,0,1,0,5,0,5,0,1249,1249,1,0,1,4,1249,1347,0,2596,0,0,3,1,4,1,2,9,6,0,5,1,2006,1,3,840,4,4,2,240,154,0,0,0,0,0,9,2006,6,5,342643
60,3,99,12099,1,0,3,0,4,0,16,2,2,0,5,8,5,2004,2004,1,1,12,13,1,388,2,4,2,0,3,0,2,970,5,0,166,1136,1,0,1,4,1136,1332,0,2468,1,0,2,1,4,1,2,10,6,1,2,3,2004,0,3,872,4,4,2,184,154,0,0,0,0,0,6,2007,8,4,354000
60,3,86,10380,1,0,3,0,4,0,20,2,2,0,5,7,5,1986,1987,1,1,9,10,1,172,2,4,1,3,3,1,3,28,0,1474,0,1502,1,0,1,4,1553,1177,0,2730,1,0,2,1,4,1,2,8,6,1,4,1,1987,0,2,576,4,4,2,201,96,0,0,0,0,0,8,2007,8,4,301000
20,4,49,5820,1,3,3,0,4,0,17,2,2,0,2,3,8,1955,2005,1,1,12,13,2,0,3,2,1,3,3,3,0,256,5,0,906,1162,1,0,1,4,1163,0,0,1163,1,0,1,0,3,1,3,6,6,0,5,1,1955,2,1,220,1,4,2,142,98,0,0,0,0,0,7,2006,8,4,126175
80,3,96,11275,1,3,3,0,0,0,12,4,2,0,7,7,7,1967,2007,4,6,13,14,1,300,2,2,1,2,3,3,5,0,5,0,710,710,1,0,1,4,1898,1080,0,2978,0,0,2,1,5,1,2,11,6,1,2,3,1961,0,2,564,4,4,2,240,0,0,0,0,0,0,6,2010,8,4,242000
45,4,50,5000,1,3,3,0,4,0,9,5,2,0,1,5,6,1941,1950,1,1,8,8,2,0,3,4,1,3,3,0,1,116,5,0,604,720,1,3,0,1,803,0,0,803,0,0,1,0,2,1,3,5,6,0,5,5,1941,2,2,360,4,4,2,0,0,244,0,0,0,0,12,2007,8,4,87000
120,3,32,10846,1,0,3,0,1,0,24,2,2,4,2,8,5,1993,1993,1,1,3,3,2,0,2,4,2,2,3,1,2,1619,5,0,100,1719,1,0,1,4,1719,0,0,1719,2,0,1,1,1,1,2,6,6,2,2,1,1993,0,2,473,4,4,2,122,30,0,0,0,0,0,5,2008,2,4,324000
20,3,80,11600,1,3,3,0,4,0,12,2,2,0,2,6,5,1960,1960,3,1,13,14,1,175,3,4,1,3,3,3,4,565,5,0,818,1383,1,4,1,4,1383,0,0,1383,0,0,1,1,3,1,3,7,6,0,5,1,1960,1,1,292,4,4,2,0,45,0,0,0,0,0,4,2006,8,4,145250
75,3,70.0499583680267,11888,1,0,0,0,4,0,3,4,2,0,4,6,6,1916,1994,1,1,13,15,2,0,3,4,0,3,3,3,5,0,5,0,844,844,1,2,0,0,1445,689,0,2134,0,0,2,0,5,1,2,10,6,0,5,5,1930,2,2,441,4,4,2,0,60,268,0,0,0,0,7,2009,8,4,214500
70,4,60,6402,1,3,3,0,0,0,9,2,2,0,5,5,5,1920,1950,1,1,13,15,2,0,3,4,2,3,3,2,5,0,5,0,596,596,1,4,0,4,596,596,0,1192,0,0,1,0,3,1,3,6,6,0,5,5,1920,2,1,189,1,1,0,0,0,137,0,0,0,0,7,2009,8,4,78000
90,3,70.0499583680267,10624,1,0,3,0,4,0,12,2,2,2,2,5,4,1964,1964,1,1,6,6,1,84,3,4,1,3,3,3,2,40,4,264,1424,1728,1,4,1,4,1728,0,0,1728,0,1,2,0,6,2,3,10,6,0,5,5,2002,2,1,352,4,4,2,155,0,0,0,0,0,0,11,2007,8,4,119000
20,3,70,8176,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,1,13,14,2,0,3,4,1,3,3,3,4,846,5,0,210,1056,1,1,1,4,1056,0,0,1056,1,0,1,0,3,1,3,6,6,0,5,1,1958,1,1,308,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,139000
20,3,85,10655,1,0,3,0,4,0,16,2,2,0,2,8,5,2003,2004,1,1,12,13,1,296,2,4,2,2,3,3,2,1124,6,479,1603,3206,1,0,1,4,1629,0,0,1629,1,0,2,0,3,1,2,7,6,1,2,1,2003,1,3,880,4,4,2,0,0,0,0,0,0,0,10,2009,8,4,284000
120,4,59,8198,1,3,3,0,3,0,16,2,2,4,2,7,5,2004,2004,1,1,12,13,3,146,2,4,2,2,3,0,2,720,5,0,638,1358,1,0,1,4,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,1,2004,1,2,484,4,4,2,192,30,0,0,0,0,0,7,2008,8,4,207000
60,3,59,9042,1,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,1,12,13,2,0,3,4,2,2,3,1,2,828,5,0,115,943,1,2,1,4,943,695,0,1638,1,0,2,1,3,1,3,7,6,2,4,1,1998,0,2,472,4,4,2,100,38,0,0,0,0,0,7,2008,8,4,192000
190,3,70.0499583680267,164660,0,0,1,0,0,2,23,2,2,1,0,5,6,1965,1965,1,1,9,10,2,0,3,4,1,3,3,1,0,1249,1,147,103,1499,1,0,1,4,1619,167,0,1786,2,0,2,0,3,1,3,7,6,2,2,1,1965,0,2,529,4,4,2,670,0,0,0,0,0,700,8,2008,8,4,228950
20,3,86,14157,1,0,1,0,0,0,22,2,2,0,2,9,5,2005,2006,3,1,12,13,3,200,2,4,2,0,3,1,2,1249,5,0,673,1922,1,0,1,4,1922,0,0,1922,1,0,2,0,3,1,2,8,6,1,2,1,2005,0,3,676,4,4,2,178,51,0,0,0,0,0,7,2007,8,4,377426
20,3,70,9135,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2003,1,1,12,13,1,113,2,4,2,2,3,0,2,810,5,0,726,1536,1,0,1,4,1536,0,0,1536,1,0,2,0,3,1,2,7,6,0,5,1,2002,1,2,532,4,4,2,192,74,0,0,0,0,0,12,2008,8,4,214000
20,3,91,14145,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,1,13,14,2,0,2,4,1,2,3,2,0,213,5,0,995,1208,1,0,1,4,1621,0,0,1621,1,0,2,0,3,1,2,8,6,0,5,1,1984,1,2,440,4,4,2,108,45,0,0,0,0,400,5,2006,8,4,202500
20,3,66,12400,1,0,3,0,4,0,12,1,2,0,2,6,7,1958,1998,3,1,13,14,1,176,3,4,1,3,0,3,4,585,5,0,630,1215,1,4,1,0,1215,0,0,1215,0,0,1,0,3,1,3,6,6,0,5,1,1958,2,1,297,4,4,2,0,0,0,0,234,0,0,6,2009,8,4,155000
60,3,85,14191,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,1,12,13,2,0,2,4,2,2,3,3,5,0,5,0,967,967,1,0,1,4,993,915,0,1908,0,0,2,1,4,1,2,9,6,0,5,1,2002,0,2,431,4,4,2,135,0,0,0,0,0,0,4,2010,8,4,202900
20,2,60,8400,1,3,3,0,4,0,20,1,2,0,2,4,4,1950,1950,1,1,13,0,2,0,1,1,1,3,0,3,5,0,5,0,721,721,1,2,1,4,841,0,0,841,0,0,1,0,2,1,3,4,6,0,5,4,1950,2,1,294,4,4,0,250,0,24,0,0,0,0,9,2009,8,4,82000
90,3,70.0499583680267,8544,1,3,3,0,4,0,12,2,2,2,2,3,4,1949,1950,1,1,11,12,1,340,3,4,3,4,4,4,6,0,6,0,0,0,5,1,0,0,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,5,5,1949,2,2,400,4,4,2,0,0,0,0,0,0,0,5,2006,8,4,87500
120,3,63,8849,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,1,616,0,4,2,0,3,3,2,28,5,0,1656,1684,1,0,1,4,1684,0,0,1684,0,0,2,0,2,1,0,6,6,1,0,1,2005,1,2,564,4,4,2,495,72,0,0,0,0,0,7,2008,8,4,266000
160,4,36,2592,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,1,5,5,2,0,3,4,1,2,3,3,4,129,1,232,175,536,1,4,1,4,536,576,0,1112,0,0,1,1,3,1,3,4,6,0,5,1,1976,2,1,336,4,4,2,182,0,0,0,0,0,0,4,2010,8,4,85000
50,3,65,6435,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,1,8,8,2,0,3,4,0,3,3,3,5,0,5,0,972,972,1,2,1,4,972,605,0,1577,0,0,1,0,3,1,1,6,6,1,2,5,1939,2,1,312,4,4,2,0,0,0,0,0,0,0,10,2006,8,4,140200
20,3,70.0499583680267,12772,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,1,8,8,2,0,3,2,1,3,3,2,1,498,5,0,460,958,1,4,1,4,958,0,0,958,0,0,1,0,2,1,3,5,6,0,5,1,1960,1,1,301,4,4,2,0,0,0,0,0,0,15500,4,2007,8,4,151500
20,3,70.0499583680267,17600,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,1,13,14,1,30,3,4,1,3,3,3,1,1270,5,0,208,1478,1,0,1,0,1478,0,0,1478,1,0,2,0,3,1,3,6,6,2,2,1,1960,2,2,498,4,4,2,0,40,0,0,0,0,0,12,2009,8,4,157500
160,3,36,2448,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,1,12,15,3,106,2,4,2,2,3,3,2,573,5,0,191,764,1,0,1,4,764,862,0,1626,1,0,2,1,2,1,2,6,6,0,5,3,2003,1,2,474,4,4,2,0,27,0,0,0,0,0,10,2008,8,4,154000
60,3,56,20431,1,1,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,1,5,5,1,870,0,4,2,0,3,3,2,1410,5,0,438,1848,1,0,1,4,1848,880,0,2728,1,0,2,1,4,1,0,10,6,2,0,1,2006,0,3,706,4,4,2,0,0,0,0,0,0,0,4,2006,6,5,437154
120,3,68,7820,1,0,3,0,4,0,16,2,2,4,2,9,5,2007,2007,3,1,8,8,1,362,0,4,2,0,3,3,5,0,5,0,1869,1869,1,0,1,4,1869,0,0,1869,0,0,2,0,2,1,0,6,6,1,2,1,2007,1,2,617,4,4,2,210,54,0,0,0,0,0,12,2007,6,5,318061
120,3,70.0499583680267,5271,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,1,13,14,2,0,3,4,2,2,3,1,2,1082,5,0,371,1453,1,2,1,4,1453,0,0,1453,1,0,1,1,2,1,2,6,6,1,4,1,1986,1,2,445,4,4,2,0,80,0,0,184,0,0,12,2006,8,0,190000
50,3,60,9084,1,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,1,12,13,2,0,3,4,1,3,0,2,3,236,4,380,0,616,1,4,0,4,616,495,0,1111,0,1,1,0,3,1,3,5,6,0,5,5,1941,2,1,200,4,1,2,48,0,0,0,0,0,0,3,2008,5,4,95000
30,4,60,8520,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,2,0,3,2,0,3,3,3,5,0,5,0,624,624,1,2,1,4,720,0,0,720,0,0,1,0,2,1,3,5,6,0,5,5,2005,2,2,484,4,4,2,106,0,0,0,0,0,0,5,2010,8,4,105900
50,3,60,8400,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,13,8,2,0,3,4,1,3,3,3,3,388,5,0,552,940,1,0,1,4,1192,403,0,1595,0,0,1,0,2,1,3,6,6,2,2,1,1940,2,1,240,4,4,2,0,0,108,0,0,0,0,6,2006,8,4,140000
20,3,105,11249,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,2,0,2,2,2,2,1,3,0,334,1,544,322,1200,1,0,1,4,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,5,1,1995,1,2,521,4,4,2,0,26,0,0,0,0,0,8,2007,8,4,177500
20,3,70.0499583680267,9248,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,1,106,3,4,2,2,3,3,2,560,5,0,598,1158,1,2,1,4,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,5,1,1992,1,2,400,4,4,2,120,26,0,0,0,0,0,7,2009,8,4,173000
120,4,44,4224,1,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,1,5,5,2,0,3,4,2,2,3,3,0,874,5,0,268,1142,1,4,1,4,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,3,1,1976,0,2,528,4,4,2,536,90,0,0,0,0,0,8,2007,8,4,134000
80,3,92,6930,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,13,7,1,120,3,4,1,3,3,0,1,300,4,294,468,1062,1,0,1,1,1352,0,0,1352,0,1,1,0,3,1,2,6,3,0,5,3,1958,2,1,288,4,4,2,168,0,294,0,0,0,0,7,2006,8,0,130000
60,3,78,12011,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,530,2,4,2,2,3,0,2,956,5,0,130,1086,1,0,1,4,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,4,1,1998,1,2,592,4,4,2,208,75,0,0,374,0,0,6,2006,8,4,280000
85,3,70.0499583680267,7540,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,2,0,3,4,1,2,3,0,2,773,5,0,115,888,1,0,1,4,912,0,0,912,1,0,1,0,2,1,3,5,6,1,4,1,1978,1,2,470,4,4,2,0,0,0,0,192,0,0,6,2007,8,4,156000
50,3,70.0499583680267,9144,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,2,0,3,4,1,3,3,3,4,399,5,0,484,883,1,2,1,4,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,5,5,1940,2,1,240,4,4,0,0,0,0,0,0,0,0,7,2008,8,4,145000
85,3,64,7301,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,1,500,2,4,3,4,4,4,6,0,6,0,0,0,1,0,1,4,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,0,3,2003,1,2,672,4,4,2,0,0,177,0,0,0,0,7,2009,3,4,198500
160,4,21,1680,1,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,1,6,6,1,510,3,4,1,3,3,3,0,162,5,0,321,483,1,2,1,4,483,504,0,987,0,0,1,1,2,1,2,5,6,0,5,5,1972,2,1,264,4,4,2,250,0,0,0,0,0,0,5,2009,8,4,118000
60,3,70.0499583680267,18800,1,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,1,120,3,4,2,2,3,2,2,712,5,0,84,796,1,4,1,4,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,4,1,1976,0,2,566,4,4,2,306,111,0,0,0,0,0,7,2006,8,4,190000
70,4,59,10690,1,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,1,12,13,2,0,3,2,1,3,0,3,4,456,5,0,216,672,1,2,1,0,672,672,0,1344,0,0,1,0,3,1,3,6,6,0,5,5,1964,2,1,468,4,1,2,0,128,218,0,0,0,0,7,2009,8,4,147000
20,3,70.0499583680267,9500,1,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,1,247,3,4,1,2,3,3,1,609,5,0,785,1394,1,2,1,4,1394,0,0,1394,1,0,1,1,3,1,3,6,6,2,2,1,1963,1,2,514,4,4,2,0,76,0,0,185,0,0,7,2009,8,4,159000
80,3,101,9150,1,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,1,305,3,4,1,2,3,1,2,371,5,0,728,1099,1,2,1,4,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,2,2,1962,1,1,296,4,4,2,64,110,0,0,0,0,0,12,2008,8,4,165000
20,3,78,7800,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,1,200,3,4,2,3,3,3,3,540,5,0,728,1268,1,2,1,4,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,2,1,1954,0,1,244,4,4,2,0,98,0,0,0,0,0,3,2010,8,4,132000
20,3,70.0499583680267,9830,1,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,2,0,3,2,1,3,3,3,0,72,4,258,733,1063,1,0,1,4,1287,0,0,1287,1,0,1,0,3,1,2,7,6,1,2,5,1997,0,2,576,4,4,2,364,17,0,0,182,0,0,3,2010,8,4,162000
60,3,70.0499583680267,8121,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,2,0,3,4,2,2,3,3,5,0,5,0,953,953,1,0,1,4,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,4,1,2000,1,2,460,4,4,2,100,40,0,0,0,0,0,1,2006,8,4,172400
50,3,80,17120,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,2,0,3,4,1,4,4,4,6,0,6,0,0,0,1,4,1,4,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,2,5,1991,0,2,680,4,4,0,0,59,0,0,0,0,0,7,2008,8,4,134432
120,3,50,7175,1,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,2,0,3,4,1,2,3,3,0,623,3,121,0,744,1,4,1,4,752,0,0,752,1,0,1,0,2,1,3,4,6,0,5,1,1984,2,1,264,4,4,2,353,0,0,0,90,0,0,2,2010,8,4,125000
20,3,79,10634,1,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,2,0,3,4,2,3,3,3,1,428,3,180,0,608,1,4,1,4,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,5,1,1953,2,1,270,4,4,2,66,0,0,0,0,0,0,11,2009,8,4,123000
60,3,65,8200,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,2,0,2,4,2,2,3,3,5,0,5,0,847,847,1,0,1,4,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,2,3,2003,0,2,434,4,4,2,100,48,0,0,0,0,0,7,2007,8,4,219500
30,3,70.0499583680267,10020,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,2,0,1,1,0,1,2,1,1,350,5,0,333,683,1,2,0,0,904,0,0,904,1,0,0,1,1,1,1,4,0,0,5,6,1978.50616388687,3,0,0,5,5,2,0,0,0,0,0,0,0,3,2009,8,4,61000
85,3,57,8846,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,2,0,2,4,2,2,3,0,2,298,5,0,572,870,1,0,1,4,914,0,0,914,0,0,1,0,2,1,3,5,6,0,5,5,1998,2,2,576,4,4,2,0,0,0,0,0,0,0,7,2006,8,4,148000
60,1,102,11143,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,2,0,2,4,2,2,3,3,5,0,5,0,1580,1580,1,0,1,4,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,2,1,2004,1,2,610,4,4,2,159,214,0,0,0,0,0,12,2007,8,4,340000
20,3,88,11394,1,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,3,350,2,4,2,0,3,0,2,1445,5,0,411,1856,1,0,1,4,1856,0,0,1856,1,0,1,1,1,1,0,8,6,1,0,1,2010,0,3,834,4,4,2,113,0,0,0,0,0,0,6,2010,6,5,394432
60,3,60,8123,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,1,16,3,4,2,2,3,3,5,0,5,0,982,982,1,0,1,4,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,4,1,2000,0,2,463,4,4,2,100,63,0,0,0,0,0,6,2009,8,4,179000
50,3,50,5000,1,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,2,0,3,4,0,3,3,3,3,218,5,0,808,1026,1,4,1,4,1026,665,0,1691,0,0,2,0,3,1,2,6,6,1,2,5,1924,2,1,308,4,4,2,0,0,242,0,0,0,0,5,2010,8,4,127000
20,1,60,7200,1,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,2,0,2,4,2,2,1,3,5,0,5,0,1293,1293,1,0,1,4,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,2,1,2006,1,2,572,4,4,2,216,121,0,0,0,0,0,8,2006,6,5,187750
60,3,79,9245,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0,2,4,2,2,3,0,5,0,5,0,939,939,1,0,1,4,939,858,0,1797,0,0,2,1,3,1,2,8,6,0,5,1,2006,1,2,639,4,4,2,144,53,0,0,0,0,0,4,2007,8,4,213500
